,Lot,PPN,cote,titre,nom de fichier attendu v2,Nalaka (JP2),handle Nakala jp2,poids (MB),georef,handle_full_georef,handle geotiff,handle geotiff pdf,handle geotiff points,handle geotiff jp2,poids (MB).1,northlimit,southlimit,westlimit,eastlimit,group,Notes
1592,Lot 4,227969464,10-15-01-05,Bassin houiller de Sarrebruck,B335222107_10_15_01_05_001.jp2,,11280/35a58e8d,109.4,,10.34847/nkl.d9530sqb,,,,,138.7,,,,,,
1593,Lot 4,227969464,10-15-01-06,Bassin de Sarrebruck et régions environnantes. Répartition de la population en 1910-1911,B335222107_10_15_01_06_001.jp2,,11280/2491a33a,54.8,,10.34847/nkl.e7cc2ugb,,,,,79.7,,,,,,
1594,Lot 4,227969464,10-15-01-07,Frontières de la région de la Sarre,B335222107_10_15_01_07_001.jp2,,11280/8a8c1731,53.1,,,,,,,,,,,,,
1595,Lot 4,227969464,10-15-01-08,Frontières minières de la Lorraine et du Luxembourg,B335222107_10_15_01_08_001.jp2,,11280/117020cc,53.4,,,,,,,,,,,,,
1596,Lot 4,227969464,10-15-01-09,Bassins houillers et mines de fer des régions Lorraine et Rhénanie,B335222107_10_15_01_09_001.jp2,,11280/8d716c7f,81.4,,10.34847/nkl.2d400887,,,,,130.0,,,,,,
1597,Lot 4,227969464,10-15-01-10,Circulation commerciale sur le Rhin en 1900,B335222107_10_15_01_10_001.jp2,,11280/09c45424,67.8,,10.34847/nkl.42e0o01f,,,,,120.3,,,,,,
1598,Lot 4,227969464,10-15-01-11,Circulation commerciale sur le Rhin en 1912,B335222107_10_15_01_11_001.jp2,,11280/cfecf43f,69.0,,10.34847/nkl.0fe44vj7,,,,,121.0,,,,,,
1599,Lot 4,227969464,10-15-01-12,Mouvement de la batellerie rhénane en 1912,B335222107_10_15_01_12_001.jp2,,11280/c783d814,69.0,,10.34847/nkl.de295h0j,,,,,120.7,,,,,,
1600,Lot 4,227969464,10-15-01-13,Batellerie rhénane. Part des différents pavillons en 1912,B335222107_10_15_01_13_001.jp2,,11280/824516f2,68.8,,10.34847/nkl.89613v3r,,,,,122.0,,,,,,
1601,Lot 4,227969464,10-15-01-14,Circulation commerciale sur le Rhin. Courant de charbons,B335222107_10_15_01_14_001.jp2,,11280/f936db56,70.4,,10.34847/nkl.8a055usn,,,,,122.3,,,,,,
1602,Lot 4,227969464,10-15-01-15,Circulation des minerais (fer principalement),B335222107_10_15_01_15_001.jp2,,11280/d81ddc09,68.7,,10.34847/nkl.09dfz9qh,,,,,121.8,,,,,,
1603,Lot 4,227969464,10-15-01-16,Circulation des fers et aciers,B335222107_10_15_01_16_001.jp2,,11280/95d5ec59,68.7,,10.34847/nkl.882avz2j,,,,,121.7,,,,,,
1604,Lot 4,227969464,10-15-01-17,Circulation des céréales (grains et farines) en 1912,B335222107_10_15_01_17_001.jp2,,11280/d284c4a7,69.4,,10.34847/nkl.ef54312a,,,,,122.6,,,,,,
1605,Lot 4,227969464,10-15-01-18,Mouvement commercial des ports rhénans,B335222107_10_15_01_18_001.jp2,,11280/738e6869,69.2,,10.34847/nkl.e92d1289,,,,,121.6,,,,,,
1606,Lot 4,227969464,10-15-01-19,Mouvement commercial sur les voies d'eau d'Alsace-Lorraine et pays voisins,B335222107_10_15_01_19_001.jp2,,11280/221b830b,37.9,,10.34847/nkl.db40k2h9,,,,,52.6,,,,,,
1607,Lot 4,227969464,10-15-01-20,Frontière du nord et du nord-est de la France. Organisation défensive après 1815,B335222107_10_15_01_20_001.jp2,,11280/68d3a1bc,53.2,,10.34847/nkl.88405hdp,,,,,81.0,,,,,,
1608,Lot 4,227969464,10-15-01-21,Frontière du nord et du nord-est de la France. Organisation défensive après 1871,B335222107_10_15_01_21_001.jp2,,11280/b861af44,52.8,,10.34847/nkl.2cf7wr32,,,,,76.7,,,,,,
1609,Lot 4,227969464,10-15-01-22,Le Rhin en Alsace. Extrait de la feuille Markolsheim,B335222107_10_15_01_22_001.jp2,,11280/e7e76520,125.3,,10.34847/nkl.97cck7gh,,,,,177.7,,,,,,
1610,Lot 4,227969464,10-15-01-23,L'Alsace-Lorraine et la frontière du Nord-Est,B335222107_10_15_01_23_001.jp2,,11280/0ba6fcf3,66.7,,,,,,,,,,,,,
1611,Lot 4,227969464,10-15-01-24,Sommaire. L'Alsace-Lorraine et la frontière du Nord-Est,B335222107_10_15_01_24_001.jp2,,11280/00b8b354,54.2,,,,,,,,,,,,,
1612,Lot 4,227924274,10-15-02-01,Anvers et l'Escaut,B335222107_10_15_02_01_001.jp2,,11280/02631c8d,103.2,,10.34847/nkl.cbdes413,,,,,123.0,,,,,,
1613,Lot 4,227924274,10-15-02-02,Carte statistique de la Navigation intérieure dans la Belgique et la France du Nord,B335222107_10_15_02_02_001.jp2,,11280/7ef04673,54.6,,,,,,,,,,,,,
1614,Lot 4,227924274,10-15-02-03,Slesvig,B335222107_10_15_02_03_001.jp2,,11280/3d519080,58.0,,10.34847/nkl.f5c3q47k,,,,,88.7,,,,,,
1615,Lot 4,227924274,10-15-02-04,Allemands et Tchèques en Bohême et Moravie,B335222107_10_15_02_04_001.jp2,,11280/65afa342,58.6,,,,,,,,,,,,,
1616,Lot 4,227924274,10-15-02-05,Variations des frontières de l'Etat polonais du Xe siècle à 1770,B335222107_10_15_02_05_001.jp2,,11280/c79c962c,130.0,,10.34847/nkl.01b231k9,,,,,275.9,,,,,,
1617,Lot 4,227924274,10-15-02-06,Les partages de la Pologne de 1770 à 1914,B335222107_10_15_02_06_001.jp2,,11280/32f37cec,88.1,,10.34847/nkl.afb857yo,,,,,152.5,,,,,,
1618,Lot 4,227924274,10-15-02-07,Répartition des sufrages par districts politiques en galicie et Silésie autrichienne,B335222107_10_15_02_07_001.jp2,,11280/bb5bdd79,36.9,,,,,,,,,,,,,
1619,Lot 4,227924274,10-15-02-08,Population polonaise en 1910 [+ 2 autres cartes],B335222107_10_15_02_08_001.jp2,,11280/c71b5693,75.3,,,,,,,,,,,,,
1620,Lot 4,227924274,10-15-02-09,Répartition des grandes propriétés sur le territoire de la Pologne historique,B335222107_10_15_02_09_001.jp2,,11280/9c116e20,57.8,,10.34847/nkl.391as108,,,,,89.9,,,,,,
1621,Lot 4,227924274,10-15-02-10,Répartition des religions catholique romaine et catholique grecque dans la Galicie orientale,B335222107_10_15_02_10_001.jp2,,11280/51b17b82,40.5,,,,,,,,,,,,,
1622,Lot 4,227924274,10-15-02-11,Production et commerce du blé en Russie,B335222107_10_15_02_11_001.jp2,,11280/2cbbff33,36.5,,,,,,,,,,,,,
1623,Lot 4,227924274,10-15-02-12,Revendications italiennes,B335222107_10_15_02_12_001.jp2,,11280/21f96ca7,81.3,,,,,,,,,,,,,
1624,Lot 4,227924274,10-15-02-13,Frontière septentrionale des pays yougoslaves,B335222107_10_15_02_13_001.jp2,,11280/5b2b2c1e,73.2,,,,,,,,,,,,,
1625,Lot 4,227924274,10-15-02-14,Répartition des nationalités dans les pays où dominent les roumains,B335222107_10_15_02_14_001.jp2,,11280/2f63b718,196.7,,,,,,,,,,,,,
1626,Lot 4,227924274,10-15-02-15,Territoire de l'Etat international des Détroits,B335222107_10_15_02_15_001.jp2,,11280/8c32969d,41.6,,,,,,,,,,,,,
1627,Lot 4,227924274,10-15-02-16,Chemins de fer d'Asie-mineure,B335222107_10_15_02_16_001.jp2,,11280/0f9a8ea9,43.4,,,,,,,,,,,,,
1628,Lot 4,227924274,10-15-02-17,Répartition des Grecs en Asie-mineure d'après Cuinet (1890),B335222107_10_15_02_17_001.jp2,,11280/dc407832,56.4,,,,,,,,,,,,,
1629,Lot 4,227924274,10-15-02-18,Répartition des Grecs en Asie-mineure d'après les statistiques consulaires grecques (1912),B335222107_10_15_02_18_001.jp2,,11280/ddd20ca1,52.3,,,,,,,,,,,,,
1630,Lot 4,227924274,10-15-02-19,Carte des langues et des dialectes parlés par les arméniens,B335222107_10_15_02_19_001.jp2,,11280/66f33d42,54.8,,,,,,,,,,,,,
1631,Lot 4,227924274,10-15-02-20,Répartition des Arméniens vers 1895,B335222107_10_15_02_20_001.jp2,,11280/729a7d50,50.5,,,,,,,,,,,,,
1632,Lot 4,227924274,10-15-02-21,Population de la Syrie,B335222107_10_15_02_21_001.jp2,,11280/cee76173,55.2,,,,,,,,,,,,,
1633,Lot 4,227924274,10-15-02-22,Les frontières de la Basse-Alsace au XVIIIe siècle,B335222107_10_15_02_22_001.jp2,,11280/5caa3ef7,98.9,,,,,,,,,,,,,
1634,Lot 4,227924274,10-15-02-23,Questions européennes,B335222107_10_15_02_23_001.jp2,,11280/c1e4b524,67.4,,,,,,,,,,,,,
1635,Lot 4,227924274,10-15-02-24,Sommaire. Questions européennes,B335222107_10_15_02_24_001.jp2,,11280/ba5130ca,54.1,,,,,,,,,,,,,
1636,Lot 4,033734747,10-15-03-01,Nord-Est de la France et régions voisines. Structure géologique et frontières politiques (1914),B335222107_10_15_03_01_001.jp2,,11280/0223fe21,96.0,,,,,,,,,,,,,
1637,Lot 4,033734747,10-15-03-02,Concessions minières de la Lorraine et des régions voisines,B335222107_10_15_03_02_001.jp2,,11280/ebb1b4cf,51.5,,,,,,,,,,,,,
1638,Lot 4,033734747,10-15-03-03,Région du fer. Lorraine française. Lorraine annexée et Luxembourg,B335222107_10_15_03_03_001.jp2,,11280/579f4077,45.2,,,,,,,,,,,,,
1639,Lot 4,033734747,10-15-03-04,Bassin houiller de la Sarre,B335222107_10_15_03_04_001.jp2,,11280/e6006b36,51.4,,,,,,,,,,,,,
1640,Lot 4,033734747,10-15-03-05,Carte géologique de la région de Sarrebruck,B335222107_10_15_03_05_001.jp2,,11280/fc918d00,53.6,,,,,,,,,,,,,
1641,Lot 4,033734747,10-15-03-06,Gisement de potasse de la Haute Alsace,B335222107_10_15_03_06_001.jp2,,11280/3cb1f696,45.6,,,,,,,,,,,,,
1642,Lot 4,033734747,10-15-03-07,Principaux gîtes minéraux de la Prusse rhénanne,B335222107_10_15_03_07_001.jp2,,11280/2a421f3c,49.9,,,,,,,,,,,,,
1643,Lot 4,033734747,10-15-03-08,Carte géologique de la région d'Aix-la-Chapelle,B335222107_10_15_03_08_001.jp2,,11280/4bc4c62f,53.1,,,,,,,,,,,,,
1644,Lot 4,033734747,10-15-03-09,Bassin houiller de la Ruhr (Province du Rhin et Westphalie),B335222107_10_15_03_09_001.jp2,,11280/c2200038,92.1,,,,,,,,,,,,,
1645,Lot 4,033734747,10-15-03-10,Topographie souterraine du bassin houiller de la Ruhr (allure de la base des morts-terrains),B335222107_10_15_03_10_001.jp2,,11280/9bcbe615,89.5,,,,,,,,,,,,,
1646,Lot 4,033734747,10-15-03-11,Enquête sur les richesses minérales du nord-est de la France et des régions voisines,B335222107_10_15_03_11_001.jp2,,11280/33c26902,65.8,,,,,,,,,,,,,
1647,Lot 4,033734747,10-15-03-12,Sommaire. Enquête sur les richesses minérales du nord-est de la France et des régions voisines,B335222107_10_15_03_12_001.jp2,,11280/ccb4b9bf,54.0,,,,,,,,,,,,,
1648,Lot 4,196766532,15-14-01-01,Carte de la Guyane française,B335222107_15_14_01_01_001.jp2,,11280/52bb298e,191.5,,,,,,,,,,,,,
1649,Lot 4,196768306,15-14-01-02,Plan de la ville de Cayenne,B335222107_15_14_01_02_001.jp2,,11280/d913b977,113.2,,,,,,,,,,,,,
1650,Lot 4,198070799,17-08-03-02,Carte physique et politique de la France,B335222107_17_08_03_02_001.jp2,,11280/9b5f35ed,77.3,,,,,,,,,,,,,
1651,Lot 4,198059493,17-08-04-01,Carte murale de la France,B335222107_17_08_04_01_001.jp2,,11280/3b4ef810,261.1,,,,,,,,,,,,,
1652,Lot 4,198050275,17-08-06-01,Carte de France,B335222107_17_08_06_01_001.jp2,,11280/5e10008b,221.8,,,,,,,,,,,,,
1653,Lot 4,198309457,17-08-08-07,Carte du front édité par la Petite Gironde,B335222107_17_08_08_07_001.jp2,,11280/2939f6b0,90.2,,10.34847/nkl.fd9ai2am,,,,,128.9,,,,,,
1654,Lot 4,198343825,17-08-09-03,"Bataille de Montmirail, 11 février 1814",B335222107_17_08_09_03_001.jp2,,11280/ef48c85c,173.9,,10.34847/nkl.5c9e7222,,,,,216.1,,,,,,
1655,Lot 4,198318170,17-08-09-04,"Bataille de Brienne et de la Rothière, 29 janvier et 1er février 1814",B335222107_17_08_09_04_001.jp2,,11280/2e9f1d5b,175.7,,10.34847/nkl.2d26yw8g,,,,,219.2,,,,,,
1656,Lot 4,196766532,17-08-11-01,Gaule au temps de César,B335222107_17_08_11_01_001.jp2,,11280/37896911,39.2,,10.34847/nkl.43ee88at,,,,,59.4,,,,,,
1657,Lot 4,226113396,17-08-11-02,"Gaule sous l'empire des romains, devenue France par les conquêtes de Clovis, 1er roy chrétien, en 481 ; divisée en provinces, jusqu'en 1789",B335222107_17_08_11_02_001.jp2,,11280/5e8a0914,62.6,,10.34847/nkl.d5df303w,,,,,91.4,,,,,,
1658,Lot 4,197710018,17-08-15-02,Bordeaux,B335222107_17_08_15_02_001.jp2,,11280/84891fbf,74.1,,10.34847/nkl.1ba2o4lt,,,,,101.5,,,,,,
1659,Lot 4,149091702,17-09-01-04,Carte routière pour cyclistes et automobiles. Bretagne section ouest,B335222107_17_09_01_04_001.jp2,,11280/e55ec09a,176.4,,10.34847/nkl.0ed60622,,,,,305.7,,,,,,
1660,Lot 4,198183364,17-09-07-03,"[La Rochelle et environs, en 4 flles]",B335222107_17_09_07_03_001.jp2,,11280/dc100014,126.3,,10.34847/nkl.beab1zl5,,,,,189.4,,,,,,
1661,Lot 4,198113013,17-09-10-01,Plan de Bagnères de Bigorre,B335222107_17_09_10_01_001.jp2,,11280/03fa632a,71.4,,10.34847/nkl.f4eab57p,,,,,138.3,,,,,,
1662,Lot 4,198213972,17-09-11-02,Dordogne,B335222107_17_09_11_02_001.jp2,,11280/2ba7a0ce,136.2,,10.34847/nkl.1a3d9n2s,,,,,219.2,,,,,,
1663,Lot 4,198114729,17-09-15-01,Dunkerque,B335222107_17_09_15_01_001.jp2,,11280/534552d5,51.4,,10.34847/nkl.21eat186,,,,,87.6,,,,,,
1664,Lot 4,199748136,17-10-05-01,Poissy,B335222107_17_10_05_01_001.jp2,,11280/e87ccb49,83.5,,10.34847/nkl.f91ctdem,,,,,103.4,,,,,,
1665,Lot 4,199748136,17-10-05-02,Saint-Denis,B335222107_17_10_05_02_001.jp2,,11280/0b4546e6,84.1,,10.34847/nkl.4714jfzv,,,,,106.4,,,,,,
1666,Lot 4,199748136,17-10-05-03,Claye,B335222107_17_10_05_03_001.jp2,,11280/1805ea1d,81.3,,10.34847/nkl.6b39n1c0,,,,,107.3,,,,,,
1667,Lot 4,199748136,17-10-05-04,Versailles,B335222107_17_10_05_04_001.jp2,,11280/99a3e7f5,84.3,,10.34847/nkl.7966qzbp,,,,,103.4,,,,,,
1668,Lot 4,199748136,17-10-05-05,Paris,B335222107_17_10_05_05_001.jp2,,11280/d5ed3bbd,85.1,,10.34847/nkl.35bb0pvu,,,,,102.2,,,,,,
1669,Lot 4,199748136,17-10-05-06,Lagny,B335222107_17_10_05_06_001.jp2,,11280/cd0ccee2,83.5,,10.34847/nkl.9c72n661,,,,,107.1,,,,,,
1670,Lot 4,199748136,17-10-05-07,Chevreuse,B335222107_17_10_05_07_001.jp2,,11280/09153cee,82.8,,10.34847/nkl.390a6qe4,,,,,104.0,,,,,,
1671,Lot 4,199748136,17-10-05-08,Sceaux,B335222107_17_10_05_08_001.jp2,,11280/4dd557bb,83.7,,10.34847/nkl.ff14j712,,,,,107.2,,,,,,
1672,Lot 4,199748136,17-10-05-09,Brie-Comte-Robert,B335222107_17_10_05_09_001.jp2,,11280/b2f521a2,83.4,,10.34847/nkl.dd3d3378,,,,,111.0,,,,,,
1673,Lot 4,197362044,17-10-09-04,Environs de Chamonix,B335222107_17_10_09_04_001.jp2,,11280/9c5740aa,80.1,,10.34847/nkl.6fccl23w,,,,,134.8,,,,,,
1674,Lot 4,196830214,17-10-10-05,Environs de Montélimar,B335222107_17_10_10_05_001.jp2,,11280/1fc824db,91.3,,10.34847/nkl.b9e096vd,,,,,155.3,,,,,,
1675,Lot 4,19736392X,17-10-11-02,Région des Faucilles et du Grès bigarré,B335222107_17_10_11_02_001.jp2,,11280/3429d4ff,47.5,,,,,,,,,,,,,
1676,Lot 4,196855845,17-10-11-06,Plan de Châlons-sur-Marne,B335222107_17_10_11_06_001.jp2,,11280/69489583,84.2,,10.34847/nkl.4deaean9,,,,,119.6,,,,,,
1677,Lot 4,49450557,17-11-01-01,Carte géologique de la France,B335222107_17_11_01_01_001.jp2,,11280/3b680f7f,297.5,,10.34847/nkl.76ba1892,,,,,498.0,,,,,,
1678,Lot 4,19821622X,17-11-02-01,Carte générale du canal d'irrigation dérivé du Rhône,B335222107_17_11_02_01_001.jp2,,11280/4693df8c,109.0,,10.34847/nkl.c2d80uht,,,,,337.9,,,,,,
1679,Lot 4,19821801X,17-11-02-02,Canal de la Garonne à la Loire,B335222107_17_11_02_02_001.jp2,,11280/3cfbec75,117.4,,10.34847/nkl.adf88s65,,,,,201.8,,,,,,
1680,Lot 4,111086221,17-11-02-03,Carte itinéraire des voies navigables de la France,B335222107_17_11_02_03_001.jp2,,11280/e7105e70,153.9,,10.34847/nkl.e5fcg45n,,,,,246.6,,,,,,
1681,Lot 4,,17-11-02-04,[France. Voies de communication. Feuille nord],B335222107_17_11_02_04_001.jp2,,11280/bca04174,167.8,,10.34847/nkl.dd7dwtmk,,,,,207.3,,,,,,
1682,Lot 4,198292902,17-11-02-05,Circulation automobile sur les routes nationales en 1934-1935,B335222107_17_11_02_05_001.jp2,,11280/4734135b,239.8,,10.34847/nkl.86a9rq2u,,,,,464.2,,,,,,
1683,Lot 4,199324565,17-11-02-06,Carte générale des chemins de fer et des voies navigables de la France,B335222107_17_11_02_06_001.jp2,,11280/bda71631,195.8,,10.34847/nkl.fe60s6x0,,,,,259.5,,,,,,
1684,Lot 4,197762409,17-11-03-01,Compagnie des bateaux à vapeur sur le lac d'Annecy,B335222107_17_11_03_01_001.jp2,,11280/92a0fae5,24.1,,10.34847/nkl.6cf2o7d8,,,,,35.3,,,,,,
1685,Lot 4,197765106,17-11-03-02,Carte des stations thermales de l'Aude et des environs,B335222107_17_11_03_02_001.jp2,,11280/c42bee03,60.9,,10.34847/nkl.b2cfqfc5,,,,,86.3,,,,,,
1686,Lot 4,197768768,17-11-03-03,Ligue Française des Auberges de la Jeunesse,B335222107_17_11_03_03_001.jp2,,11280/ec987597,74.0,,10.34847/nkl.f1dacogg,,,,,111.6,,,,,,
1687,Lot 4,197772765,17-11-03-04,Massif de la Grande Chartreuse. Carte du touriste. Chemin de fer Voiron-St Beron,B335222107_17_11_03_04_001.jp2,,11280/8b8733c2,82.2,,10.34847/nkl.bb6c6857,,,,,192.1,,,,,,
1688,Lot 4,197775454,17-11-03-05,"Carte des stations minérales, thermales et balnéaires de France et d'Algérie",B335222107_17_11_03_05_001.jp2,,11280/7378c299,186.4,,10.34847/nkl.4ad03ew1,,,,,249.9,,,,,,
1689,Lot 4,198007701,17-11-04-01,Carte industrielle du département du Loiret,B335222107_17_11_04_01_001.jp2,,11280/c467463b,57.5,,10.34847/nkl.4b9apc7x,,,,,79.3,,,,,,
1690,Lot 4,198011202,17-11-04-02,Carte économique du département de la Loire-Inférieure,B335222107_17_11_04_02_001.jp2,,11280/97854d2e,56.2,,10.34847/nkl.7fc08ze6,,,,,79.1,,,,,,
1691,Lot 4,198012241,17-11-04-03,Carte économique du département de la Vienne,B335222107_17_11_04_03_001.jp2,,11280/72dd165e,56.9,,10.34847/nkl.b3aalswn,,,,,95.7,,,,,,
1692,Lot 4,19794759X,17-11-04-04,Carte des adductions communales d'eau potable,B335222107_17_11_04_04_001.jp2,,11280/b3c8df47,172.5,,10.34847/nkl.26b4eyj6,,,,,267.5,,,,,,
1693,Lot 4,197925405,17-11-04-05,Meurthe-et-Moselle et régions environnantes. Mines et métallurgie,B335222107_17_11_04_05_001.jp2,,11280/0f96364a,180.8,,,,,,,,,,,,,
1694,Lot 4,226108198,17-11-04-06,Syndicat forestier de France,B335222107_17_11_04_06_001.jp2,,11280/933c69f4,37.0,,10.34847/nkl.d933oda2,,,,,56.6,,,,,,
1695,Lot 4,224612018,17-12-01-01,Carte particulière des côtes de France (Partie comprise entre Bayonne et la côte d'Espagne),B335222107_17_12_01_01_001.jp2,,11280/a00e9223,207.3,,10.34847/nkl.2eba085p,,,,,,,,,,,
1696,Lot 4,224671537,17-12-01-02,"Carte particulière des côtes de France (Environs de Bayonne, fosse de Cap Breton)",B335222107_17_12_01_02_001.jp2,,11280/dd0d251d,197.7,,,,,,,,,,,,,
1697,Lot 4,224717278,17-12-01-03,Plan de la baie de Saint Jean de Luz,B335222107_17_12_01_03_001.jp2,,11280/475677b1,103.4,,10.34847/nkl.e75d5055,,,,,148.1,,,,,,
1698,Lot 4,189811080,17-12-01-04,Côte ouest de France. De Mimizan à la Bidassoa,B335222107_17_12_01_04_001.jp2,,11280/29ccbced,204.4,,10.34847/nkl.f79e767f,,,,,381.2,,,,,,
1699,Lot 4,224782010,17-12-01-05,Côte ouest de France. Environs du Bassin d'Arcachon,B335222107_17_12_01_05_001.jp2,,11280/421c0cb3,213.4,,10.34847/nkl.dfe39d79,,,,,366.0,,,,,,
1700,Lot 4,224784366,17-12-01-06,Côte ouest de France. De la pointe de la Coubre à la pointe de la Négade. Embouchure de la Gironde,B335222107_17_12_01_06_001.jp2,,11280/5f3dc3a0,202.6,,10.34847/nkl.8ca4usdk,,,,,296.9,,,,,,
1701,Lot 4,22487960X,17-12-02-03,Sondes d'atterrage de la côte Sud-Ouest de France et de la côte Nord d'Espagne,B335222107_17_12_02_03_001.jp2,,11280/962db5d0,210.3,,10.34847/nkl.8fb5p2j0,,,,,284.7,,,,,,
1702,Lot 4,224884018,17-12-02-05,Océan Atlantique. Côte ouest de France et côte nord d'Espagne. Du Cap Ferret à Llanes,B335222107_17_12_02_05_001.jp2,,11280/694ec997,210.9,,10.34847/nkl.9a50v5r2,,,,,309.5,,,,,,
1703,Lot 4,224890980,17-12-03-03,Carte des côtes de France. Partie comprise entre l'Île d'Yeu et Chassiron,B335222107_17_12_03_03_001.jp2,,11280/e43693f4,208.5,,10.34847/nkl.516aope8,,,,,287.0,,,,,,
1704,Lot 4,224913379,17-12-03-05,Carte des côtes de France. Partie comprise entre Belle-Île et l'île d'Yeu,B335222107_17_12_03_05_001.jp2,,11280/09736e68,210.9,,10.34847/nkl.f5be8qp8,,,,,288.9,,,,,,
1705,Lot 4,224914995,17-12-03-06,Côte ouest de France. Du Croisic à la pointe de Saint Gildas. Embouchure de la Loire,B335222107_17_12_03_06_001.jp2,,11280/ce34b970,218.0,,10.34847/nkl.bee6v1w1,,,,,298.0,,,,,,
1706,Lot 4,224919377,17-12-04-10,Côte ouest de France. De Porsal à la pointe de Saint Mathieu. Chenal du Four et environs de l'île d'Ouessant,B335222107_17_12_04_10_001.jp2,,11280/fe027505,210.3,,10.34847/nkl.e3e3a6g2,,,,,287.9,,,,,,
1707,Lot 4,22493662X,17-12-04-11,Carte particulière des côtes de France. Chaussée de Sein et passage du Raz de Sein,B335222107_17_12_04_11_001.jp2,,11280/cc8d3d79,204.9,,10.34847/nkl.ba7e7txu,,,,,286.1,,,,,,
1708,Lot 4,224939572,17-12-04-12,Côtes de France. Rade de Brest,B335222107_17_12_04_12_001.jp2,,11280/5b0fae13,214.4,,10.34847/nkl.b528911i,,,,,278.0,,,,,,
1709,Lot 4,220431922,17-12-05-12,Carte particulière des côtes de France. Embouchure de la Seine,B335222107_17_12_05_12_001.jp2,,11280/dd2e71cf,211.4,,,,,,,,,,,,,
1710,Lot 4,224541862,17-12-05-13,Côte nord de France. Rade de Cherbourg,B335222107_17_12_05_13_001.jp2,,11280/81d5dd7a,222.1,,10.34847/nkl.5b1b7746,,,,,280.9,,,,,,
1711,Lot 4,220470766,17-12-06-03,Plan du port de Boulogne et ses environs,B335222107_17_12_06_03_001.jp2,,11280/71a9664c,218.1,,,,,,,,,,,,,
1712,Lot 4,224604260,17-12-06-05,Côte nord de France. Rade de Dunkerque,B335222107_17_12_06_05_001.jp2,,11280/a0c400b2,211.0,,,,,,,,,,,,,
1713,Lot 4,,17-12-07-01,Côte sud de France. Rade de Toulon,B335222107_17_12_07_01_001.jp2,,11280/31721d35,213.8,,10.34847/nkl.28ddn0j1,,,,,312.0,,,,,,
1714,Lot 4,,17-12-07-06,Carte particulière des côtes de France. Département du Var. Partie comprise entre la presqu'île de Giens et le cap Camarat,B335222107_17_12_07_06_001.jp2,,11280/729680fb,215.7,,10.34847/nkl.8a6a9ivg,,,,,306.1,,,,,,
1715,Lot 4,,17-12-07-09,Carte des côtes méridionales de France. Partie comprise entre le cap de Creux et Cette,B335222107_17_12_07_09_001.jp2,,11280/b189c95d,210.2,,,,,,,,,,,,,
1716,Lot 4,,17-12-07-10,Carte des côtes méridionales de France. Partie comprise entre Cette et Marseille,B335222107_17_12_07_10_001.jp2,,11280/1bdbad16,207.5,,,,,,,,,,,,,
1717,Lot 4,,17-12-07-11,Carte des côtes méridionales de France. Partie comprise entre Marseille et Saint-Tropez,B335222107_17_12_07_11_001.jp2,,11280/d7c5dbbb,213.7,,,,,,,,,,,,,
1718,Lot 4,,17-12-07-12,Carte des côtes méridionales de France. Partie comprise entre Saint Tropez et la frontière,B335222107_17_12_07_12_001.jp2,,11280/41f729dc,211.1,,,,,,,,,,,,,
1719,Lot 4,,17-12-07-13,Plan des ports de Marseille,B335222107_17_12_07_13_001.jp2,,11280/4497fac0,210.5,,10.34847/nkl.63eaw73v,,,,,374.9,,,,,,
1720,Lot 4,196722640,20-04-01-03,"Plan général de Pyla -sur-Mer, de Pilat-Plage et des forêts avoisinantes (semis et forêts usagères)",B335222107_20_04_01_03_001.jp2,,11280/970e4923,132.7,,,,,,,,,,,,,
1721,Lot 4,196725178,20-04-02-03,Carte du cours de la Garonne et de la Gironde. De Bordeaux à la Pointe de Grave – Partie A,B335222107_20_04_02_03_001_A.jp2,,11280/541b7908,194.7,,,,,,,,,,,,,
1722,Lot 4,196725178,20-04-02-03,Carte du cours de la Garonne et de la Gironde. De Bordeaux à la Pointe de Grave – Partie B,B335222107_20_04_02_03_001_B.jp2,,11280/829be808,146.1,,,,,,,,,,,,,
1723,Lot 4,196750245,20-04-03-01,Port autonome de Bordeaux,B335222107_20_04_03_01_001.jp2,,11280/41c35ae4,208.1,,10.34847/nkl.2dbcne7i,,,,,604.0,,,,,,
1724,Lot 4,124881289,20-04-04-01,Esquisse d'une carte géologique des environs de Bordeaux,B335222107_20_04_04_01_001.jp2,,11280/089c2066,185.8,,10.34847/nkl.d7acq9pe,,,,,268.1,,,,,,
1725,Lot 4,225898152,20-04-05-01,Plan de Bordeaux,B335222107_20_04_05_01_001.jp2,,11280/03ad7079,70.2,,10.34847/nkl.90fdo6ov,,,,,116.7,,,,,,
1726,Lot 4,225900319,20-04-06-02,Carte routière et vinicole de la Gironde,B335222107_20_04_06_02_001.jp2,,11280/ea2a020c,71.0,,10.34847/nkl.c7105rf0,,,,,121.3,,,,,,
1727,Lot 4,226012433,20-04-06-03,Département de la Gironde,B335222107_20_04_06_03_001.jp2,,11280/f9e3b6c2,89.9,,,,,,,,,,,,,
1728,Lot 4,225991888,20-04-06-04,Carte des nouvelles circonscriptions électorales. 1868,B335222107_20_04_06_04_001.jp2,,11280/26c71c8e,126.7,,,,,,,,,,,,,
1729,Lot 4,225953536,20-04-06-05,Gironde,B335222107_20_04_06_05_001.jp2,,11280/149b3a24,128.5,,10.34847/nkl.1ea5i25j,,,,,222.6,,,,,,
